25,28,29,29,27,33,31,29,24,31,30,30,31,34,29,28,22,29,35,33,32,29,37,35,36,29,35,34,33,29,29,34,33,36,35,35,29,35,40,34,29,31,33,25,36,36,26,34,39,38,36,38,30,36,26,26,37,38,38,37,35,34,33,22,35,39,32,36,36,37,31,34,35,41,40,39,20,33,36,36,41,36,40,34,36,38,37,38,39,35,38,36,37,36,26,31,33,38,38,37,
25,29,30,28,27,17,30,32,31,31,34,34,35,34,33,35,30,34,34,33,37,28,33,36,32,35,18,28,37,28,35,33,29,28,34,22,36,34,40,40,34,34,31,34,37,36,22,37,36,37,33,38,38,37,37,36,37,33,35,37,38,33,37,37,20,28,40,34,36,34,36,37,36,32,31,37,25,33,32,37,37,25,36,34,37,37,32,40,36,32,31,37,37,30,31,40,35,38,35,20,
24,21,26,30,25,22,30,32,31,26,30,31,30,30,23,28,27,32,37,33,32,31,26,30,30,35,35,18,33,28,34,35,28,36,23,25,33,31,32,31,36,39,38,37,36,36,38,32,31,38,38,29,38,36,37,36,35,35,34,36,30,36,30,32,28,37,38,36,34,36,43,35,37,36,32,35,34,38,43,37,34,35,39,35,31,33,37,41,31,37,41,35,38,37,28,36,36,41,42,38,
17,26,29,29,27,26,31,24,28,24,29,25,31,33,34,35,23,24,34,28,23,32,29,34,32,37,30,34,35,25,34,37,35,32,35,31,31,35,35,31,34,37,27,34,38,34,34,34,37,34,32,39,33,36,37,33,37,39,29,37,32,35,37,36,27,35,35,30,33,22,36,39,38,38,41,37,36,36,37,30,37,36,39,40,38,37,37,40,33,41,41,37,33,39,38,38,37,35,20,38,
18,25,30,29,26,28,30,29,29,16,29,31,35,19,28,23,33,30,33,31,32,35,33,31,35,31,33,36,33,35,33,36,34,33,33,33,40,35,32,27,26,34,34,38,30,39,40,34,36,29,35,38,36,32,31,39,38,38,31,25,29,37,36,37,37,35,33,36,35,37,38,38,41,39,32,39,39,43,42,34,34,37,33,36,29,32,41,37,39,42,30,36,40,39,38,39,37,35,31,42,
24,29,25,16,30,22,32,29,28,35,30,36,28,30,30,34,33,33,31,20,34,38,36,34,34,33,34,28,34,30,36,37,35,29,34,25,35,35,36,29,34,34,39,39,38,34,38,40,37,26,29,38,39,34,33,33,33,39,38,34,35,36,37,36,38,36,36,38,36,41,38,33,37,32,36,38,34,40,36,35,36,36,37,42,20,37,35,27,36,31,38,39,42,30,42,41,33,39,40,36,
22,27,26,29,29,19,31,24,26,31,29,35,31,24,32,36,32,37,30,34,32,28,33,33,33,35,29,35,37,32,35,22,35,30,37,36,35,34,32,35,31,35,34,33,32,38,32,35,38,32,36,38,32,36,32,38,32,38,35,35,36,36,33,34,34,39,34,35,30,35,36,38,34,36,40,38,38,34,37,37,35,41,37,33,41,31,39,32,35,42,20,38,37,30,42,39,34,39,37,28,
26,27,10,30,30,28,29,29,32,33,35,20,35,35,33,34,33,32,39,31,30,34,25,33,34,31,35,36,36,35,33,30,36,30,26,33,31,38,31,31,37,34,34,36,35,38,35,31,24,33,32,38,32,37,38,39,35,20,37,33,35,36,28,29,37,31,34,38,24,37,25,37,37,34,35,37,41,37,35,37,26,28,35,35,39,36,36,34,32,31,31,39,40,39,38,30,36,38,37,24,
25,22,30,30,29,30,24,28,31,32,32,30,26,32,29,25,39,29,33,33,30,26,33,35,37,31,36,35,36,31,35,31,37,36,29,37,35,31,29,30,34,32,34,36,29,34,36,34,37,39,36,35,36,27,38,36,33,31,35,36,34,32,37,32,34,37,37,35,29,33,33,37,37,34,42,27,37,32,42,39,39,41,33,37,39,37,36,29,35,35,31,34,33,33,42,40,29,40,33,38,
24,24,23,24,29,33,23,30,23,25,28,32,32,33,35,30,34,25,37,30,16,33,34,35,22,34,33,36,34,32,35,37,28,34,30,34,34,29,39,33,37,39,38,36,35,37,32,35,36,39,37,40,37,38,35,20,37,36,39,38,39,23,37,36,37,32,35,36,42,39,37,33,35,35,35,42,37,37,39,39,36,37,39,35,38,36,40,39,38,40,41,34,40,25,42,37,40,40,36,35,
24,28,29,28,33,27,33,32,32,29,29,30,35,30,33,26,28,32,33,30,37,29,32,32,30,34,31,31,33,31,36,31,27,33,33,34,33,34,30,34,38,39,26,23,27,36,30,38,29,35,38,36,37,36,35,33,33,38,37,29,34,34,30,37,36,24,39,37,33,39,40,37,33,37,35,32,29,37,37,30,40,30,38,37,37,35,32,36,40,35,32,35,41,40,31,36,32,27,41,35,
26,26,28,25,28,28,25,34,29,34,30,27,28,34,27,34,34,27,34,32,33,33,33,31,34,36,35,34,36,35,34,35,33,36,35,36,25,32,35,27,31,34,38,39,38,34,39,35,37,22,38,39,37,31,29,34,37,37,36,32,39,34,30,36,39,38,34,37,37,37,34,39,35,38,36,37,38,39,37,37,37,39,38,41,36,38,31,41,36,38,37,40,29,36,34,38,39,41,36,38,
21,28,30,23,23,20,24,30,24,14,27,30,31,34,26,31,31,29,36,37,33,32,28,35,33,34,35,34,31,34,35,37,34,33,36,37,32,36,37,35,34,34,40,33,33,31,35,35,35,39,34,36,39,22,34,35,33,36,36,35,38,33,37,37,36,39,34,27,33,36,38,35,36,36,35,35,35,35,40,33,39,37,35,41,39,36,33,37,39,37,36,36,36,26,37,33,31,33,35,39,
17,28,30,29,34,30,25,32,32,20,27,27,21,28,27,30,21,30,33,33,37,28,26,33,31,28,32,36,32,33,35,36,34,24,28,34,35,32,28,38,35,29,31,33,33,38,38,31,31,30,40,38,26,34,32,38,33,39,39,29,34,37,37,28,28,38,33,30,38,36,33,37,36,33,38,35,30,35,29,35,38,39,37,34,36,35,39,36,37,36,37,28,37,36,36,40,40,35,40,43,
26,23,30,21,28,32,26,27,30,33,28,34,28,33,32,31,29,35,37,33,29,36,33,39,33,37,35,37,37,18,31,35,34,32,37,33,35,34,34,32,31,36,40,36,38,34,30,30,35,38,36,28,38,32,28,32,34,35,25,38,32,31,26,40,36,33,37,36,30,38,33,36,32,30,37,39,37,37,38,33,33,38,41,36,39,38,29,41,37,40,38,38,41,32,37,35,33,33,42,32,
25,25,29,22,32,30,32,29,30,29,31,29,24,32,32,31,31,28,30,36,30,32,28,28,36,21,33,34,35,32,35,37,35,30,35,26,38,32,36,24,38,33,36,37,38,34,30,31,36,34,38,37,33,28,24,34,32,36,39,39,33,37,35,33,37,37,36,35,37,33,38,35,33,37,32,36,38,36,38,37,36,38,39,37,36,35,37,38,27,39,41,42,37,39,33,39,42,38,35,40,
19,27,28,27,29,29,32,29,28,36,30,29,26,34,33,26,31,32,34,34,33,36,37,26,36,36,34,31,36,25,30,29,18,33,27,37,29,31,32,33,33,23,32,33,35,39,27,40,36,33,28,35,25,34,40,35,33,33,38,25,29,37,38,34,37,37,35,37,32,34,36,28,41,22,36,35,36,36,40,37,39,38,33,33,40,37,34,28,20,36,38,36,40,31,33,36,34,39,40,35,
17,25,30,29,23,32,29,29,37,25,31,32,32,33,30,35,32,34,32,25,33,35,38,32,36,33,34,34,37,33,35,32,36,33,23,32,36,30,34,35,33,32,31,40,30,35,33,38,18,38,34,38,36,29,35,34,23,37,34,38,36,36,37,34,39,37,35,38,42,38,41,37,32,39,37,37,36,36,32,37,38,35,38,34,40,35,39,36,36,40,28,37,41,38,36,35,35,38,26,33,
21,15,24,22,27,32,29,31,30,29,33,26,31,26,34,29,25,31,26,33,33,37,36,31,32,33,36,28,28,35,33,33,34,34,37,29,35,33,29,35,30,30,36,31,36,37,39,33,35,37,35,34,40,38,37,36,33,40,38,38,37,37,38,36,37,38,36,37,35,43,25,34,35,34,34,35,36,38,32,38,39,35,41,41,34,35,40,36,39,39,31,34,34,39,41,29,30,43,41,30,
25,24,25,31,30,22,29,19,29,34,30,29,34,31,35,26,27,37,33,34,37,38,31,37,29,35,34,26,37,30,37,34,37,34,36,31,35,40,25,34,27,27,35,38,34,33,39,38,34,33,39,34,40,38,39,39,26,38,35,37,36,37,37,37,34,26,34,36,42,36,33,33,36,42,37,34,39,36,29,38,40,41,32,40,34,36,39,34,22,37,40,40,32,30,35,39,30,42,37,35,
17,28,30,24,26,33,31,31,32,26,30,30,26,33,33,30,27,34,33,32,25,31,35,38,31,36,27,37,35,29,36,33,31,33,37,32,40,36,36,32,33,25,33,35,34,30,32,33,39,37,31,36,28,34,33,34,37,37,36,38,40,30,34,38,25,37,33,38,38,38,36,38,32,42,30,34,41,29,32,35,30,37,42,40,35,39,41,34,34,37,41,39,35,35,41,41,34,32,36,28,
16,27,30,24,32,27,31,25,33,24,34,35,32,34,30,30,35,34,32,32,29,31,34,31,29,24,36,32,28,35,32,32,32,33,28,40,29,34,33,33,34,27,38,39,35,40,37,38,37,36,31,31,37,34,40,39,36,28,37,36,37,34,37,39,38,38,33,33,33,28,35,39,37,25,29,38,39,35,42,36,37,37,39,34,36,40,40,36,36,35,37,34,29,38,37,36,34,33,40,31,
8,25,24,25,29,25,29,27,28,31,29,26,33,32,31,31,26,29,36,30,33,31,32,36,29,28,31,33,36,33,32,35,35,37,34,39,35,36,40,38,35,38,32,39,37,34,33,38,29,36,37,38,36,34,39,36,30,33,39,38,22,38,36,38,39,36,36,37,35,37,35,37,37,35,29,30,38,37,25,36,41,37,36,37,41,40,32,39,37,36,40,29,36,35,38,35,41,35,24,27,
24,21,24,28,29,26,24,33,29,32,33,33,33,35,33,33,36,30,25,26,33,31,29,36,34,36,31,33,34,35,32,35,35,25,34,35,28,25,30,33,33,40,34,37,38,38,38,31,27,35,37,37,33,26,34,38,37,39,38,34,38,36,35,35,31,36,33,33,36,37,37,37,30,28,37,33,31,34,31,36,37,40,31,38,37,33,33,41,33,37,41,24,39,40,40,35,31,20,35,40,
26,24,26,22,32,29,33,29,32,33,25,24,29,32,27,27,32,37,33,30,16,31,34,35,32,20,33,36,27,33,29,36,18,36,32,34,25,33,22,40,30,38,35,32,26,37,37,39,30,31,37,38,39,31,31,39,39,36,34,37,33,40,29,24,35,34,31,35,26,37,34,35,38,33,41,33,32,31,34,27,35,34,36,40,40,36,29,32,38,42,40,34,40,39,35,35,38,36,40,36,
23,20,29,18,29,31,31,31,24,26,33,30,28,33,34,32,27,30,33,35,21,28,36,30,33,36,30,34,30,36,32,35,28,36,37,28,31,32,31,30,29,34,35,32,39,35,33,35,32,39,38,38,28,35,34,36,35,31,36,35,34,37,37,37,39,36,38,38,39,36,33,25,40,31,36,36,41,36,39,37,37,36,38,35,41,38,35,39,36,27,33,36,36,38,36,36,39,29,29,40,
23,26,26,24,27,26,31,32,23,35,32,30,32,30,33,32,29,25,30,31,36,23,27,32,34,26,37,24,31,37,35,35,36,18,37,37,37,35,39,35,39,40,39,36,38,31,39,27,37,37,38,38,30,35,36,39,36,30,38,35,34,38,37,35,38,29,26,38,35,36,36,36,33,38,40,36,35,41,35,33,33,36,33,37,35,37,35,40,33,38,37,38,37,38,31,39,39,22,37,31,
22,28,18,28,26,25,27,29,32,30,29,31,34,29,31,16,29,33,27,33,26,27,31,30,37,37,38,37,35,36,30,32,35,30,31,36,36,28,29,29,39,34,37,36,34,34,37,38,33,29,38,37,25,36,33,38,36,35,28,38,32,29,22,37,32,34,39,31,27,37,35,34,38,38,28,42,39,38,37,37,36,31,36,41,33,27,37,36,39,30,34,36,37,40,39,38,41,35,39,36,
26,20,24,17,24,28,32,24,31,29,28,30,33,32,29,32,34,32,36,32,29,37,35,32,34,30,27,30,36,36,36,34,35,32,35,29,34,35,39,34,36,33,32,32,34,32,37,34,34,38,39,34,36,36,25,35,35,36,38,35,36,36,39,33,36,40,32,31,39,37,33,37,41,35,35,38,35,41,35,27,35,36,37,40,29,39,41,40,40,37,35,38,31,27,35,34,34,36,20,39,
27,27,24,25,28,29,31,31,31,35,36,25,31,32,30,33,21,34,28,32,31,35,27,28,34,35,29,37,35,33,33,32,35,34,33,32,35,31,39,31,35,36,38,38,35,33,39,36,32,20,36,38,38,35,28,30,39,38,36,36,38,31,29,31,33,33,37,33,34,34,35,41,36,31,36,35,38,40,42,31,25,37,34,29,34,37,40,39,35,35,35,40,31,35,38,36,36,37,35,41,
27,27,26,29,24,25,27,30,27,30,27,20,31,33,35,25,35,32,35,29,28,31,32,33,23,34,21,36,34,35,31,33,29,28,32,35,32,36,32,29,22,33,30,39,30,33,36,27,38,35,33,35,33,32,35,36,34,34,37,32,31,37,39,36,38,33,39,38,36,33,35,34,35,37,35,29,36,37,34,34,36,37,42,37,35,35,33,41,40,41,33,35,35,40,37,32,40,35,36,34,
26,19,26,29,26,28,24,30,32,31,34,33,35,34,28,26,33,31,34,33,34,33,35,25,33,35,30,32,36,36,30,36,29,33,35,33,35,35,30,40,32,32,35,35,35,38,24,26,33,38,35,34,34,39,38,27,37,38,38,38,38,31,33,40,37,37,34,38,27,36,34,31,34,37,39,37,37,36,32,36,39,27,33,40,42,35,25,40,40,40,36,41,35,39,41,40,33,40,31,39,
25,24,26,31,29,34,25,31,32,34,34,27,30,18,36,33,34,31,29,36,34,31,36,29,35,35,29,35,36,34,30,32,35,31,30,39,36,25,32,20,29,38,32,33,36,34,36,35,37,33,29,29,35,36,32,35,38,33,39,32,36,31,38,27,33,36,34,37,35,38,37,38,35,41,29,36,38,40,37,36,35,39,34,34,35,34,34,37,37,38,41,37,31,33,37,37,35,39,35,39,
26,23,27,28,30,26,26,30,23,30,22,29,35,35,33,32,31,20,32,27,38,36,32,27,32,33,36,31,27,34,30,31,38,31,35,35,33,32,37,35,33,34,36,35,34,35,33,31,36,36,37,30,36,34,33,34,36,33,35,33,39,36,37,31,39,34,38,33,34,36,35,36,29,36,37,31,35,37,22,35,30,38,39,36,37,39,34,40,41,28,40,29,28,36,39,37,37,36,35,35,
25,18,16,30,28,27,33,32,32,30,33,29,30,33,26,33,34,26,38,33,33,37,36,35,36,25,35,36,31,30,33,36,37,36,33,40,34,35,39,31,39,35,35,39,35,39,37,22,35,28,32,33,37,34,26,38,39,36,39,37,38,38,37,38,36,34,38,35,39,37,39,33,36,35,41,36,37,31,35,33,40,38,37,36,35,42,38,41,42,37,37,34,34,32,35,39,38,41,40,36,
25,28,19,31,32,31,31,31,29,29,32,33,27,29,31,33,29,34,32,30,32,34,36,36,35,34,36,36,32,31,32,36,32,31,35,39,35,30,34,36,40,38,33,37,38,38,35,38,31,35,27,32,20,40,31,39,38,31,38,34,36,34,37,36,37,35,34,37,32,39,38,35,31,30,36,32,36,32,35,37,41,34,36,40,38,38,36,36,36,41,36,34,37,35,30,20,35,41,42,36,
27,27,24,16,28,31,33,33,35,35,21,34,27,33,26,34,30,34,31,34,32,31,37,35,34,33,28,33,29,34,32,18,36,35,36,27,34,38,35,39,39,40,33,39,32,37,35,35,39,34,39,37,37,40,34,40,34,35,36,34,36,38,28,37,34,37,34,38,37,38,40,33,32,32,34,25,39,38,36,40,37,42,39,36,33,39,33,41,37,35,41,34,34,29,31,29,34,39,40,33,
25,26,30,31,29,28,32,29,32,30,34,34,34,30,35,34,32,33,32,33,33,29,36,35,34,35,31,25,30,31,36,37,34,35,36,34,36,34,29,39,31,35,34,33,40,29,29,36,34,37,36,36,35,32,38,38,36,37,32,32,32,36,33,38,33,33,28,37,38,34,37,30,36,35,29,34,35,40,39,43,36,32,35,36,41,38,40,34,40,30,38,36,41,38,41,24,39,38,24,35,
24,25,27,23,29,28,32,28,25,32,29,29,29,25,27,25,35,27,33,33,33,31,31,31,36,21,35,30,37,33,32,36,35,35,35,32,35,39,27,39,29,18,29,35,35,36,28,32,38,37,34,32,37,37,36,34,38,37,32,36,32,37,35,38,36,35,38,36,28,30,31,35,32,28,30,35,28,35,38,38,36,36,33,36,32,39,28,36,30,37,33,40,40,31,35,38,34,38,38,38,
20,24,24,29,33,33,33,31,30,33,32,29,33,29,21,31,34,29,31,30,29,39,36,36,37,34,32,26,26,29,37,23,37,34,40,31,33,40,39,38,37,33,33,35,39,37,35,32,38,38,33,35,32,35,35,35,34,34,36,37,32,38,39,34,32,37,39,33,36,34,38,34,38,35,34,37,34,38,32,34,41,27,36,41,40,39,34,36,37,39,34,33,35,39,39,39,38,35,37,42,
25,26,29,22,26,31,32,34,26,31,30,33,32,35,31,32,33,33,26,32,34,31,31,34,37,38,30,37,33,38,32,32,33,35,35,20,36,41,35,35,23,38,34,20,37,36,28,41,38,35,31,37,33,34,31,38,38,36,34,34,38,36,40,36,35,34,38,32,35,37,33,34,36,41,34,41,38,36,36,38,35,33,37,38,35,41,39,36,37,32,40,34,37,39,39,24,24,37,39,33,
20,25,29,28,14,28,20,30,27,31,36,31,27,24,29,29,35,35,29,20,30,34,34,36,32,31,34,31,27,35,36,37,34,36,35,32,28,39,27,30,30,31,33,33,37,33,28,26,35,36,34,38,36,36,39,39,27,37,25,39,28,36,31,37,37,28,29,35,37,36,35,34,34,36,34,34,34,36,31,36,40,34,31,39,36,41,40,41,40,39,35,32,37,37,39,38,34,37,39,37,
18,27,26,27,28,29,24,30,31,26,29,33,31,30,34,25,21,32,36,33,31,33,30,36,33,35,33,33,33,37,32,33,34,34,37,33,33,33,29,38,33,31,32,30,31,32,38,37,40,33,32,31,34,40,34,36,33,40,38,38,38,32,35,37,35,33,32,34,39,33,33,31,39,29,37,25,36,32,37,36,40,33,37,38,38,36,40,34,32,38,41,40,33,41,39,40,38,39,36,30,
23,20,29,30,26,27,30,33,21,30,31,34,32,29,30,31,31,32,32,30,34,33,38,33,29,36,25,29,32,33,28,35,34,35,36,36,29,39,38,34,29,32,39,34,30,38,32,38,33,36,37,40,31,37,37,38,31,31,39,30,38,40,37,33,37,35,37,38,39,33,35,37,37,30,36,34,39,40,39,37,38,38,25,33,34,35,40,37,39,41,39,37,35,34,37,36,31,36,32,41,
14,28,28,29,31,29,29,29,28,24,29,23,35,28,25,31,30,33,37,36,34,37,29,29,34,35,35,38,26,35,34,34,34,34,32,33,37,35,33,33,37,33,35,32,34,38,37,33,35,28,38,37,35,38,34,23,35,28,30,37,34,38,37,38,37,34,34,31,35,35,36,36,34,28,36,37,37,33,38,35,41,20,36,26,42,31,35,32,32,36,33,38,33,32,36,39,33,40,39,34,
17,28,29,30,25,33,27,32,33,30,26,28,34,24,28,34,31,25,28,36,32,25,33,35,34,26,31,32,33,34,33,29,24,35,32,29,31,38,36,37,29,36,39,36,34,32,32,34,40,31,39,34,38,37,39,33,36,33,36,36,33,37,36,32,38,31,43,36,39,34,25,38,34,37,42,37,34,33,38,41,39,31,35,38,34,41,22,35,35,36,36,40,37,20,37,31,41,40,33,38,
26,23,21,29,24,21,29,32,25,34,32,32,21,28,30,30,21,31,31,38,31,16,30,34,33,33,34,28,32,36,33,37,36,31,31,30,29,33,41,34,37,31,35,35,37,18,34,34,36,35,30,30,32,38,38,34,23,38,38,37,36,37,33,39,34,37,37,33,38,31,36,39,41,34,33,35,31,35,38,35,24,35,42,37,22,37,31,36,42,32,40,35,40,36,38,38,36,26,36,40,
17,26,22,26,30,27,28,33,36,23,18,35,34,32,34,29,34,26,31,33,30,28,35,26,32,35,30,36,32,29,34,32,30,35,35,37,29,36,40,33,35,39,18,35,36,35,35,33,28,36,37,37,38,36,38,39,35,26,37,38,32,36,38,36,37,36,37,37,30,35,32,36,41,28,32,34,30,40,28,40,37,40,20,37,40,39,38,38,38,32,37,37,39,40,36,36,41,36,39,36,
